id,buyerName,lenderName,recordingDate,saleValue,isCorporate,loanAmount
9743925,INVESTOLOGY LLC,KIAVI FUNDING INC,2025-04-08,860000,True,1112200
9742724,DAILYHOME INC LLC,KIAVI FUNDING INC,2025-04-08,690000,True,631000
9740383,FVR GROUP FORTY,QUANTA FINANCE INC,2025-04-08,4765909,True,1125006
9741791,ASCEND EQUITY HOLDINGS LLC,NATIONAL LOAN FUNDING LLC,2025-04-07,850000,True,985500
9740699,REDUXN INVESTMENTS LLC,MARSHALL REDDICK MTG FUND LLC,2025-04-07,1146000,True,1055000
9740629,HOUSE BY CV LLC,TEMPLE VIEW CAPITAL FUNDING LP,2025-04-07,752000,True,749616
9716128,12017 HERBERT HOLDING LLC,HL3 SIERRA LLC,2025-04-07,1232000,True,1587800
9711506,AUTHENTIC MODERN LLC,CENTER STREET LNDG VIII SPE LL,2025-04-07,850000,True,850500
9708078,ARCHWOOD HOLDINGS LLC,JON JULIANO REVOCABLE TRUST,2025-04-07,565000,True,565000
9744043,WINGATE INVESTMENT GROUP LLC,ORCHARD FUNDING,2025-04-04,600000,True,510000
9742871,PUTNEY MANAGEMENT LTD,QUANTA FINANCE INC,2025-04-04,1050000,True,1243325
9742347,209 E 31ST LLC,CL-LM RESI PURCHASER TRUST,2025-04-04,1025000,True,1753125
9739225,MMJJJL INC,MTG RESEARCH LABORATORY INC,2025-04-04,1250000,True,875000
9737733,1631 NORTON LLC,LOAN FUNDER LLC,2025-04-04,855000,True,1413000
9725011,3442 HOLDINGS LLC,KIAVI FUNDING INC,2025-04-04,510000,True,459000
9706739,PLAZA STUDIO LLC,JPMORGAN CHASE BANK NA,2025-04-04,11600000,True,7540000
9742475,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GENWAY HOME MORTGAGE INC,2025-04-03,775000,True,760962
9719577,SOUTH COAST BUILDERS LLC,CAKE MORTGAGE CORP,2025-04-03,965000,True,675500
9707614,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,2025-04-03,1200000,True,1449000
9707613,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,2025-04-03,1200000,True,1445000
9704019,FOUNTAIN MARTEL INVESTMENTS LLC,KIAVI FUNDING INC,2025-04-03,3300000,True,1200000
9704014,FOUNTAIN MARTEL INVESTMENTS LLC,KIAVI FUNDING INC,2025-04-03,3300000,True,1275000
9748898,KASH CAPITAL LLC,US BANK NATIONAL ASSOCIATION,2025-04-02,11450000,True,5500000
9745707,GM BUILDERS AND ASSOCIATES,WATERFALL BRIDGE CAPITAL LLC,2025-04-02,5000000,True,6250000
9736252,NORMANDIE VIEW LLC,JPMORGAN CHASE BANK NA,2025-04-02,10900000,True,8175000
9711730,2247 EARL LLC,CENTER STREET LNDG VIII SPE LL,2025-04-02,1125000,True,1161142
9711272,SAS ENTERPRISE LLC,GENESIS CAPITAL LLC,2025-04-02,1615000,True,1800000
9711270,SAS ENTERPRISE LLC,GENESIS CAPITAL LLC,2025-04-02,1615000,True,1800000
9709905,LA21G LLC,GENESIS CAPITAL LLC,2025-04-02,2548000,True,3262500
9709380,8931 HELMS LLC,LONE OAK FUND LLC,2025-04-02,4400000,True,2200000
9709378,8931 HELMS LLC,LONE OAK FUND LLC,2025-04-02,4400000,True,2200000
9707039,1168 ND LLC,JPMORGAN CHASE BANK NA,2025-04-02,6650000,True,5000000
9699006,LUROX INVESTMENTS INC,PREMIUM FUNDING,2025-04-02,660000,True,570000
9698236,MS83 INVESTMENTS LLC,WHGG II TRUST,2025-04-02,465000,True,444000
9696737,MS83 INVESTMENTS LLC,WHGG TRUST,2025-04-02,480000,True,454000
9749361,MADISON76 LLC,BANK OF AMERICA NA,2025-04-01,18475000,True,12000000
9742967,NEXT STEP LLC,SADAYUKI YAMATO TRUST,2025-04-01,750000,True,700000
9742621,LYONZDEN INVESTMENTS,ORCHARD FUNDING,2025-04-01,580000,True,605700
9739146,LYHO INVESTMENT GROUP LLC,GENESIS CAPITAL LLC,2025-04-01,1550000,True,1516300
9732078,ASSOCIATES NS LLC,KENNETH E ROSE 1994 TRUST,2025-04-01,500000,True,365000
9718601,HCVC LLC,KIAVI FUNDING INC,2025-04-01,1325000,True,1305100
9717512,TLP 1 LLC,ANCHOR LOANS LP,2025-04-01,1485000,True,1562250
9715144,13036 MORNINGSIDE WAY LLC,TEMPLE VIEW CAPITAL FUNDING LP,2025-04-01,1600000,True,3369434
9712455,2565 VETERAN AVENUE LLC,HSBC BANK USA NA,2025-04-01,3625000,True,2300000
9709992,JCK CAPITAL LLC,BRIDGELOCK CAPITAL,2025-04-01,800000,True,640000
9708038,TOP SHELF REAL ESTATE,CONVENTUS LLC,2025-04-01,935000,True,701250
9699924,MS83 INVESTMENTS LLC,WHGG TRUST,2025-04-01,450000,True,458000
9698911,RADICAL ENTERPRISES INC,ASPEN RETIREMENT FUND LLC,2025-04-01,450000,True,451300
9746993,11268 CASHMERE STREET LLC,ARCHWEST FUNDING LLC,2025-03-28,1675000,True,2053750
9742448,ARDMORE 770 LLC,HOMETOWN EQUITY MORTGAGE LLC,2025-03-28,725000,True,580000
9739148,SUMMIT QOZB LLC,ARIXA ENHANCED INCOME FUND LP,2025-03-28,1200000,True,2250000
9739117,6142 S HOBART LLC,CENTER STREET LNDG VIII SPE LL,2025-03-28,1025000,True,1952000
9731164,121 MATHEWS LP,KEYBANK NATIONAL ASSOCIATION,2025-03-28,1300000,True,9539500
9725710,6018 BRYNHURST LP,KEYBANK NATIONAL ASSOCIATION,2025-03-28,1490000,True,11887000
9714322,1247 ENTERPRISES LLC,ARCHWEST FUNDING LLC,2025-03-28,1700000,True,1891879
9710512,LOMA PARTNERS LLC,CONVENTUS LLC,2025-03-28,710000,True,1881565
9742521,I BUY UGLY HOMES INC,IRON BRIDGE MORTGAGE FUND LLC,2025-03-27,650000,True,585000
9735904,D & D CALIFORNIA INVESTMENT GROUP INC,KIAVI FUNDING INC,2025-03-27,450000,True,532600
9721164,5 STAR DISCOUNT HOMES LLC,ARIXA ENHANCED INCOME FUND LP,2025-03-27,500000,True,660000
9713390,12107 MARINE LLC,CONVENTUS LLC,2025-03-27,1850000,True,3065930
9712639,MR REHAB,LEGACY LENDING LLC,2025-03-27,1300000,True,1147500
9700537,SPC LA RENTAL 3 LLC,CONVENTUS LLC,2025-03-27,965000,True,937260
9742591,BAILEYS PLACE II LLC,INDIGO DIRECT LENDING LLC,2025-03-26,1250000,True,1072500
9717136,3289 KELTON AVENUE LLC,ARCHWEST FUNDING LLC,2025-03-26,1000000,True,1520000
9711117,2441 HARWOOD LLC,CV3 FINANCIAL SERVICES LLC,2025-03-26,926000,True,1553526
9703214,NC ELEVATE INVESTMENTS LLC,KIAVI FUNDING INC,2025-03-26,1330000,True,1256200
9699230,RHEMA 12 LLC,ANCHOR LOANS LP,2025-03-26,462500,True,558600
9698546,DUOWEI ENTERPRISES,KIAVI FUNDING INC,2025-03-26,665000,True,654600
9746989,KEYSTONE CAPITAL PARTNERS LLC,KIAVI FUNDING INC,2025-03-25,2500000,True,2590000
9733546,MINDFUL TRANSPORTATION INCORPORATION,QUANTA FINANCE INC,2025-03-25,545000,True,503713
9712418,AVMM LLC,RFLF 4 LLC,2025-03-25,1025000,True,1507500
9697986,CHOCTAW AMERICAN INSURANCE INC,LAND HOME FIN'L SERVICES INC,2025-03-25,500000,True,490943
9739924,FOTS INVESTMENTS LLC,CENTER STREET LNDG VIII SPE LL,2025-03-24,890000,True,851700
9718443,SILVER SANDS GROUP LLC,JPMORGAN CHASE BANK NA,2025-03-24,1900000,True,1200000
9714971,4J ST THERESA LLC,FFB BANK,2025-03-24,2000000,True,1520000
9714179,BASAD LLC,CHURCHILL FUNDING I LLC,2025-03-24,2080000,True,3145000
9710197,ANEROL LLC,KIAVI FUNDING INC,2025-03-24,810000,True,1040000
9709958,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,2025-03-24,1007000,True,1054000
9704375,RJE ARCHITECURAL DESIGN LLC,ACCOLEND LLC,2025-03-24,1650000,True,1987900
9736991,BOY AND THE DOG LLC,CENTER STREET LNDG VIII SPE LL,2025-03-21,1140000,True,1154300
9728484,DEPICTEUR INC,KIAVI FUNDING INC,2025-03-21,600000,True,789900
9713378,FREEHOLD LLC,PROVIDENT TRUST GROUP LLC,2025-03-21,1775000,True,1242000
9698743,WRT INVESTMENTS INC,ANCHOR LOANS LP,2025-03-21,460000,True,604000
9698200,MS83 INVESTMENTS LLC,WHGG TRUST,2025-03-21,485500,True,468000
9743183,VASAM INVESTMENTS INC,ELEVEN ZEN LLC,2025-03-20,625000,True,550000
9713545,E-SQUARED INVESTMENTS LLC,KIAVI FUNDING INC,2025-03-20,1810000,True,1928200
9707468,MC HAMLET PROPERTIES LLC,AXOS BANK,2025-03-20,4500000,True,3150000
9704252,FIRST CLASS DEVELOPMENTS LLC,BLUSTEIN TAMARA,2025-03-20,1225000,True,980000
9716096,PEN GROUP LLC,AMERITRUST MTG CORPORATION,2025-03-19,1075000,True,806250
9716093,PEN GROUP LLC,AMERITRUST MTG CORPORATION,2025-03-19,1190000,True,870000
9707594,IESMT LLC,LH INVESTMENT TRUST,2025-03-19,990000,True,795000
9717094,2757 OVERLAND LLC,ORCHARD FUNDING,2025-03-18,1520000,True,2065360
9703674,TAI LI REALTY,SHEREN BONNIE,2025-03-18,1545000,True,1295000
9703477,HSUPERIOR LLC,TSASU LLC,2025-03-18,1480000,True,2058000
9739571,DEVELOPMENT STUDIO LA LLC,KIAVI FUNDING INC,2025-03-17,724000,True,857900
9735879,OCEAN DEVELOPMENT INC,GLADIEUX KEITH,2025-03-17,599000,True,525000
9703913,AVOCADO DEVELOPMENT II LLC,ARCHWEST FUNDING LLC,2025-03-17,2362500,True,2686540
9713562,EZ BUILDERS LLC,SPREO CAPITAL MANAGER LLC,2025-03-14,1860000,True,3055000
9698426,OCEAN DEVELOPMENT INC,FORGE TRUST CO,2025-03-14,550000,True,550000
9747010,BYE BYE HOUSE INC,CENTER STREET LNDG VIII SPE LL,2025-03-13,1795000,True,1871949
9737979,BTW INVESTMENTS INC,HL3 SIERRA LLC,2025-03-13,750000,True,637500
9726615,COURAGES INVESTORS LLC,ORCHARD FUNDING,2025-03-13,320000,True,378000
9707169,VERITAS REAL ESTATE LLC,CENTER STREET LNDG VIII SPE LL,2025-03-13,1485000,True,1585195
9695621,BRADSHAWE INVESTMENTS LLC,BERCHENKO GARY,2025-03-13,550000,True,560000
9744345,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,PANORAMA MORTGAGE GROUP LLC,2025-03-12,720000,True,706959
9729682,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GENWAY HOME MORTGAGE INC,2025-03-12,670000,True,657864
9723377,MORGAN PROPERTIES FOUR LLC,PACIFIC PREMIER BANK,2025-03-12,825000,True,10000000
9717362,MDP4 LLC,CHURCHILL FUNDING I LLC,2025-03-12,2000000,True,1600000
9700702,6142 S HOBART LLC,CENTER STREET LNDG VIII SPE LL,2025-03-12,1030000,True,1689800
9699158,WALDEN CAPITAL GROUP LLC,ORCHARD FUNDING,2025-03-12,510000,True,540000
9748398,LUVITUS HOLDINGS LLC,RWA TRUST,2025-03-11,8800000,True,8800000
9735613,AUDUBON PROPERTIES LLC,KIAVI FUNDING INC,2025-03-11,440000,True,453100
9716081,12387 HERBERT LLC,ALLSTATE LENDING GROUP INC,2025-03-11,1100000,True,750000
9698829,NEWSHIRE INVESTMENTS INC,GENESIS CAPITAL LLC,2025-03-11,690000,True,517500
9697987,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GEO-CORP INC,2025-03-11,530000,True,520400
9698632,VIRGO H INV LLC,KIAVI FUNDING INC,2025-03-10,600000,True,637400
9749606,SRED X LP,GENESIS CAPITAL LLC,2025-03-07,6018000,True,4513500
9735564,FVR GROUP THIRTYSIX LLC,QUANTA FINANCE INC,2025-03-07,1550000,True,1606000
9735087,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,2025-03-07,715000,True,829000
9723931,GOMLIN PROPERTIES LLC,NATHAN SUGIMOTO AND CHRISTINE,2025-03-07,775000,True,500000
9714410,4033 MOORE HOLDING LLC,HL3 SIERRA LLC,2025-03-07,1250000,True,1462500
9709590,JANERATION LLC,NCL EAGLEPOINT INVESTMENTS LLC,2025-03-07,630000,True,472500
9707408,610 N CURSON AVE LLC,CAKE MORTGAGE CORP,2025-03-07,1500000,True,1200000
9727142,BLUE BIRD DESIGN,CENTER STREET LNDG VIII SPE LL,2025-03-06,692000,True,682592
9739110,BAYVIEW SOCAL HOMES LLC,GENESIS CAPITAL LLC,2025-03-05,1650000,True,2295000
9712717,GIBSON HOUSE LLC,GENESIS CAPITAL LLC,2025-03-05,2100000,True,2475000
9698033,CUELLAR GROUP INC,AEGIS ASSET BACKED SECURITIES,2025-03-05,418000,True,457000
9695955,DANNYS STONE LLC,VELOCITY COMMERCIAL CAP LLC,2025-03-05,500000,True,551800
9748329,1101 CASIANO RD LLC,UNITAS FUNDING LLC,2025-03-04,2125000,True,3080450
9710339,1768 SOUTH SHERBOURNE LLC,ARIXA CAPITAL ADVISORS LLC,2025-03-04,1640000,True,2360000
9698789,SKY LIVING INVESTMENTS LLC,KIAVI FUNDING INC,2025-03-04,360000,True,360000
9744734,12114 INAVALE LLC,ARIXA ENHANCED INCOME FUND LP,2025-03-03,2800000,True,4500000
9717500,CHARITON5502 LLC,PROVIDENT TRUST GROUP LLC,2025-03-03,1448000,True,895000
9706374,CROFT VENTURES LLC,BANK OF AMERICA NA,2025-03-03,1950000,True,1560000
9746871,LILY OF THE VALLEY LLC,BANK IRVINE,2025-02-28,20000000,True,14000000
9740382,2 INFINITY GROUP LLC,KIAVI FUNDING INC,2025-02-28,1050000,True,1123500
9733851,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,2025-02-28,1200000,True,1318033
9733471,40TH PROPERTIES LLC,CHANGE LENDING LLC,2025-02-28,550000,True,467500
9718220,MF REAL ESTATE INVESTMENT LLC,GENESIS CAPITAL LLC,2025-02-28,1040000,True,832000
9716659,MF REAL ESTATE INVESTMENT LLC,GENESIS CAPITAL LLC,2025-02-28,1525000,True,1220000
9709889,WOLF REXFORD LLC,POWER EXPRESS MORTGAGE BANKERS,2025-02-28,1750000,True,925000
9704459,4519 FINLEY LLC,ARIXA ENHANCED INCOME FUND LP,2025-02-28,1487500,True,3500000
9700219,BDK SELLS HOMES INC,CENTER STREET LNDG VIII SPE LL,2025-02-28,390000,True,386750
9700218,BDK SELLS HOMES INC,CENTER STREET LNDG VIII SPE LL,2025-02-28,430000,True,420750
9743586,AVDB INVESTMENTS LLC,ORCHARD FUNDING,2025-02-27,750000,True,835200
9740169,3550 WESTERN LLC,MOADEL MOOSA,2025-02-27,849000,True,594000
9724079,JMP INVESTMENTS INC,NADEL & ASSOCIATES PSP,2025-02-27,510000,True,382500
9709856,1435 HOME LLC,KIAVI FUNDING INC,2025-02-27,1050000,True,1078500
9709670,AMBAR DEVELOPMENT LLC,ARIXA SECURED INCOME FUND LLC,2025-02-27,3675000,True,2775000
9708862,IKONIK PROPERTIES LLC,CONVENTUS LLC,2025-02-27,1750000,True,1874250
9707459,354 NEWLAND LLC,GOLDEN 1 CU,2025-02-27,3880000,True,2358000
9705086,RS HARMONY ESTATE LLC,BLUEBONO LLC,2025-02-27,1325000,True,1200000
9731816,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,2025-02-26,700000,True,838500
9718801,GLORIOUS APARTMENTS LLC,ROYAL PACIFIC FUNDING CORP,2025-02-26,640000,True,340000
9717316,MEZA PROPERTY PROJECT LLC,CV3 FINANCIAL SERVICES LLC,2025-02-26,480000,True,472500
9702147,ZOLARA LIMITED INC,MODIANO HAIM,2025-02-26,300000,True,308000
9700196,EARLY DEVELOPMENT GROUP LLC,ORCHARD FUNDING,2025-02-26,625000,True,639000
9735826,ARIZONA AVE LLC,KIAVI FUNDING INC,2025-02-25,533000,True,547900
9709717,XOCHIL RE LLC,GCG FUND 1 LLC,2025-02-25,860000,True,645000
9709572,VILLALOBOS QUALITY CONSTRUCTION INC,PREMIUM FUNDING,2025-02-25,1050000,True,980000
9697614,URBAN CITIES DEVELOPMENT,WHGG TRUST,2025-02-25,775000,True,1870000
9740716,CATERRA PROPERTY 5 LLC,SPREO CAPITAL MANAGER LLC,2025-02-21,735000,True,1041250
9728943,CASAVIVALB LLC,CENTER STREET LNDG VIII SPE LL,2025-02-21,421000,True,374500
9714985,J4NC LLC,GENESIS CAPITAL LLC,2025-02-21,1750000,True,2383000
9708864,MASIS HOLDINGS LLC,GENESIS CAPITAL LLC,2025-02-21,1840000,True,1472000
9708397,1303 LUCILE AVE LLC,GENESIS CAPITAL LLC,2025-02-21,1640000,True,2416000
9698857,CSP ENTERPRISE LLC,ORCHARD FUNDING,2025-02-21,510000,True,666000
9698446,COVIS GROUP INC,KIAVI FUNDING INC,2025-02-21,646000,True,721600
9717165,10840 QUEENSLAND LLC,ANCHOR LOANS LP,2025-02-20,1462500,True,2311100
9714496,BONNIE BRAE PARTNERS LLC,PRIDECO LOANS INC,2025-02-20,1550000,True,1683496
9710877,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,2025-02-20,724000,True,849928
9708808,LA21G LLC,GENESIS CAPITAL LLC,2025-02-20,2150000,True,3215790
9704989,1159 N VIRGIL AVE LLC,GENESIS CAPITAL LLC,2025-02-20,1563000,True,2259000
9699882,CASHNVESTORS LLC,KIAVI FUNDING INC,2025-02-20,575000,True,684800
9748949,AURIC GOLDFINGER LLC,JPMORGAN CHASE BANK NA,2025-02-19,2750000,True,2200000
9730924,BMC PLANNERS INC,SALAZAR LILI,2025-02-19,300000,True,260000
9725741,SUGAR PORCH RESIDENTIAL LLC,HOUSEMAX FUNDING LLC,2025-02-19,630000,True,724000
9706565,WILLBEE INVESTMENT LLC,KIAVI FUNDING INC,2025-02-19,1550000,True,1499900
9740719,BRILLIO INVESTMENTS LLC,DIYA FINANCE LLC,2025-02-18,867000,True,1036950
9736141,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GEO-CORP INC,2025-02-18,670000,True,657864
9732163,VIRGO H INV LLC,KIAVI FUNDING INC,2025-02-18,395000,True,415600
9711030,MR REHAB INC,LEGACY LENDING LLC,2025-02-18,976500,True,878742
9706028,SLA SEVEN PROPERTIES LLC,KIAVI FUNDING INC,2025-02-18,900000,True,439600
9702334,ZL ASSETS LLC,LOAN FUNDER LLC,2025-02-18,1745000,True,2261000
9698953,DRH RE GROUP LLC,CENTER STREET LNDG VIII SPE LL,2025-02-18,755000,True,825000
9740360,DIVINE HARBOR REALTY LLC,QUANTA FINANCE INC,2025-02-14,1020000,True,975000
9740115,3C INVESTMENTS LLC,CENTER STREET LNDG VIII SPE LL,2025-02-14,955000,True,1084500
9739366,3918 HALLDALE AVE LLC,DEEPHAVEN MORTGAGE LLC,2025-02-14,675000,True,506250
9721133,HDS HAHSMORE LLC,KIAVI FUNDING INC,2025-02-14,600000,True,667200
9708617,KA4 LLC,SPREO CAPITAL MANAGER LLC,2025-02-14,1630000,True,2625000
9706458,LAURELMONT HOLDINGS LLC,ARIXA CAPITAL ADVISORS LLC,2025-02-14,1670000,True,2500000
9697794,4JLA LLC,ARCHWEST FUNDING LLC,2025-02-14,710000,True,532500
9697793,4JLA LLC,ARCHWEST FUNDING LLC,2025-02-14,710000,True,532500
9697783,START REMODELING LLC,FORGE TRUST CO,2025-02-14,475000,True,453000
9708215,CRESTMONT AVE LLC,GUARDHILL FINANCIAL LLC,2025-02-13,2700000,True,2160000
9702027,WESTERN PRO BUILDERS,ANCHOR LOANS LP,2025-02-13,665000,True,918900
9699016,D VISION HOMES LLC,MILLER SEAN,2025-02-13,311454,True,100000
9740765,KRDLM LLC,RCN CAPITAL LLC,2025-02-12,875000,True,1095007
9739149,PYRAMID INVESTMENTS INC,JET MORTGAGE LLC,2025-02-12,910000,True,682500
9732683,2650 POMEROY LLC,KIAVI FUNDING INC,2025-02-12,602000,True,541800
9699080,HOMEPPORTUNITY INVESTMENTS LLC,FIRST CLASS FUNDING INC,2025-02-12,405000,True,325000
9728850,TELLURIDE INC,VELOCITY COMMERCIAL CAP LLC,2025-02-11,245000,True,423000
9711003,CL INVESTMENT STRATEGIES LLC,INVESTORS CHOICE,2025-02-11,459000,True,390000
9699167,CLEARPOINT INVESTMENT GROUP LLC,IRON BRIDGE MORTGAGE FUND LLC,2025-02-11,500000,True,1026000
9719237,BOBBY MARTINEZ CONSTRUCTION INC,BRC COMMERCIAL BRIDGE FUND LLC,2025-02-10,1285000,True,1278000
9713574,MDP2 LLC,ARIXA SECURED INCOME FUND LLC,2025-02-10,1850000,True,1300000
9706326,FVR GROUP THIRTYFOUR LLC,QUANTA FINANCE INC,2025-02-10,1640000,True,1566000
1196350,FS PENTHOUSE ONE LLC,RGGL LLC,2025-02-07,15000000,True,10600000
9743353,URBAN STREET VENTURES INC,KIAVI FUNDING INC,2025-02-07,430000,True,523500
9725763,RADIANT SUNSHINE INVESTMENT GROUP LLC,ARV FINANCE INC,2025-02-07,770000,True,886500
9716139,RJR WORLDWIDE CORP,QUANTA FINANCE INC,2025-02-07,910000,True,897700
9716138,STOCKPILE PROPERTY VENTURES LLC,QUANTA FINANCE INC,2025-02-07,900000,True,897700
9709265,AVENUE 56 PARTNERS LLC,SPREO CAPITAL MANAGER LLC,2025-02-07,995000,True,2631500
9698637,ACE 1 MARKETING LLC,EASY STREET CAPITAL CA LLC,2025-02-07,650000,True,520163
9698578,CHIROSE INVESTMENT MANAGEMENT LLC,KIAVI FUNDING INC,2025-02-07,711000,True,719400
9742797,WI MAGNIS LLC,REAL PROP FUNDING GROUP LLC,2025-02-06,675000,True,892000
9737840,MANSFIELD DEVELOPMENTS LLC,MIDFIRST BANK,2025-02-06,1340000,True,1000000
9737839,MANSFIELD DEVELOPMENTS LLC,MIDFIRST BANK,2025-02-06,1340000,True,1000000
9737043,MONT CLAIR VISTA LLC,KIAVI FUNDING INC,2025-02-06,745000,True,702000
9730977,BLR CAPITAL LLC,DAVID QUAN TRUONG FAMILY TRUST,2025-02-06,261000,True,75000
9718477,ALISON WHITE HOMES LLC,GENESIS CAPITAL LLC,2025-02-06,1500000,True,2140000
9713575,HELMD P4 LLC,TEMPLE VIEW CAPITAL FUNDING LP,2025-02-06,1725000,True,3288461
9711449,BAYVIEW SOCAL HOMES LLC,GENESIS CAPITAL LLC,2025-02-06,830000,True,1325100
9709882,GLASS DOOR MANAGEMENT LLC,VELOCITY COMMERCIAL CAP LLC,2025-02-06,1475000,True,1012500
9743398,KGI LLC,BENCH EQUITY LLC,2025-02-05,700000,True,400000
9739226,HS AND CK INC,HL3 SIERRA LLC,2025-02-05,825000,True,637500
9708568,M & M BUILDINGS LLC,JPMORGAN CHASE BANK NA,2025-02-05,2200000,True,1750000
9708567,M & M BUILDINGS LLC,JPMORGAN CHASE BANK NA,2025-02-05,1800000,True,1750000
9704779,VALLEY OAK HOLIDAY LLC,CENTER STREET LNDG VIII SPE LL,2025-02-05,2050000,True,1997500
9741801,ASCEND EQUITY HOLDINGS LLC,NATIONAL LOAN FUNDING LLC,2025-02-04,880000,True,967000
9726782,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,PANORAMA MORTGAGE GROUP LLC,2025-02-04,640000,True,628408
9710492,SIENA PACIFIC LLC,AMERITRUST MTG CORPORATION,2025-02-04,1445000,True,867000
9707698,MASIS HOLDINGS LLC,ANCHOR LOANS LP,2025-02-04,930000,True,837000
9699469,JBUL INVESTMENTS LLC,ONY GLO INC,2025-02-04,1620000,True,1215000
9739147,MR REHAB INC,LEGACY LENDING LLC,2025-02-03,1162000,True,1066500
9719721,METTA ESTATES & INVESTMENTS LLC,EASY STREET CAPITAL CA LLC,2025-02-03,647000,True,775999
9710042,BEVERLY HILLS BRICKS LLC,SPREO CAPITAL MANAGER LLC,2025-02-03,1075000,True,973750
9697971,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GENWAY HOME MORTGAGE INC,2025-02-03,635000,True,623498
9741074,9705 LLC,EASY STREET CAPITAL CA LLC,2025-01-31,900000,True,832000
9734301,PROVIDENT INVESTMENTS LLC,WEDEKING FAMILY TRUST,2025-01-31,550000,True,420000
9733955,SA HUEY DUEY LUEY LLC,ARCHWEST FUNDING LLC,2025-01-31,1130000,True,1129905
9731868,1609 OAK LLC,ANCHOR LOANS LP,2025-01-31,800000,True,935000
9721126,FISHER2 LLC,KIAVI FUNDING INC,2025-01-31,950000,True,936600
9709207,BAYVIEW SOCAL HOMES LLC,GENESIS CAPITAL LLC,2025-01-31,690000,True,1015500
9705455,DREAM 777 CAPITAL LLC,ANCHOR LOANS LP,2025-01-31,5150000,True,6247457
9702632,SUNNIN BAKERY INC,ARIXA ENHANCED INCOME FUND LP,2025-01-31,2750000,True,1925000
9699084,VIRGO H INV LLC,KIAVI FUNDING INC,2025-01-31,455000,True,437100
9698271,MS83 INVESTMENTS LLC,GENESIS CAPITAL LLC,2025-01-31,486000,True,437400
9698206,PAN PARTNERSHIP INC,VELOCITY COMMERCIAL CAP LLC,2025-01-31,450000,True,831000
9737005,3 BROS REAL ESTATE LLC,ANCHOR LOANS LP,2025-01-30,755000,True,878000
9734633,2760 HARCOURT LLC,NICK MERCADO LIVING TRUST,2025-01-30,1600000,True,1700000
9706453,RS HARMONY ESTATE LLC,BLUEBONO LLC,2025-01-30,1950000,True,1732000
9741009,GI PROPERTY 99 LLC,INFINITY BANK,2025-01-29,980000,True,588000
9733856,GOOD MOOD STUDIO INC,KIAVI FUNDING INC,2025-01-29,400000,True,300000
9717370,AMI CAPITAL LLC,QUANTA FINANCE INC,2025-01-29,1700000,True,2438000
9713377,ELUL LLC,CHANGE LENDING LLC,2025-01-29,1480000,True,1036000
9704063,VIRGO H INV LLC,QUANTA FINANCE INC,2025-01-29,1050000,True,1055000
9700625,5 STAR DISCOUNT HOMES LLC,ARIXA ENHANCED INCOME FUND LP,2025-01-29,300000,True,500000
9699641,5 STAR DISCOUNT HOMES LLC,ARIXA CAPITAL ADVISORS LLC,2025-01-29,360000,True,680000
9742019,RC CAPITAL VENTURES LLC,TEMPLE VIEW CAPITAL FUNDING LP,2025-01-28,900000,True,1239817
9713535,LA21G LLC,GENESIS CAPITAL LLC,2025-01-28,1515000,True,2329775
9698967,STRUCTURED ASSETS LLC,ANCHOR LOANS LP,2025-01-28,630000,True,562500
9743101,DIONICIOS PROPERTIES INC,CENTER STREET LNDG VIII SPE LL,2025-01-27,730000,True,956250
9709512,LA21G LLC,GENESIS CAPITAL LLC,2025-01-27,1795000,True,2845435
9698469,WRT INVESTMENTS INC,ANCHOR LOANS LP,2025-01-24,566000,True,659400
9739603,ONWARD CAPITAL LLC,WHGG TRUST,2025-01-23,1140000,True,969000
9714180,WASATCH LLC,CHURCHILL FUNDING I LLC,2025-01-23,1950000,True,3017500
9707916,TEAM REYES REALTY GROUP LLC,KIAVI FUNDING INC,2025-01-23,860000,True,899900
9701284,JUNKERS2JEWELS LLC,LOS ANGELES HARBOR GRAIN TERMI,2025-01-23,325500,True,100000
9742418,FIRST SKY PROPERTIES LLC,CENTER STREET LNDG VIII SPE LL,2025-01-22,680000,True,854000
9725582,3146 W 78TH STREET LLC,WILSHIRE ESCROW COMPANY,2025-01-22,530000,True,450000
9713502,BYE BYE HOUSE INC,CENTER STREET LNDG VIII SPE LL,2025-01-22,1520000,True,1664666
9712916,ROWENA AVE B LLC,RODNEY FAMILY TRUST,2025-01-22,2240000,True,1344000
9710805,1510 PARMER AVENUE LLC,CLEAREDGE LENDING LLC,2025-01-22,1143500,True,793500
